text,label
@Khoirul39646151 @ilhampurnama887 Terus kalau suara sound horeg lebih berat maka yang toa berisik menjadi tidak salah? Kesalahan pada 1 pihak tidak meniadakan kesalahan pihak lain. Kalau di rumah saya ada sound horeg juga saya pasti protes,neutral
@adnmharzza Buat panggung sound horeg ya itu?,neutral
Btw salfok mahal amat tagihannya sampe 900 ribu pake sound horeg kah di rumah,neutral
Ndelok enola kyok ndelok sound horeg sek tak oleh kuping rasane te jebol tp epic pol suangar,positive
Kalo ini gak usah dikasih wm krn suaraku adalah wm itu sendiri Ak mau apresiasi bgtbgtbgt performance ini sih sumpah ini terbagus terkeren dan terGONG. Terlepas dr sound horeg dr mecima entah knp vibes performance ini tuh kyk gila bgt dr day6 dan myday tu beneran https://t.co/ZoIom5b56X,positive
@acaichandesu @makallio biasa biduan sound horeg,neutral
Gawundeeeng guwendenggg enola sound horeg tamat https://t.co/gapOH7VdeH,negative
Ngakak banget ngebayangin Venom ga survive di Jatim soalnya banyak Sound Horeg dimana mana,positive
Kirain tt biar kenceng dikasi sound horeg,neutral
@jyaeyunarc Wajib dirayain pake tanjidor sama sound horeg,positive
orang2 ini kapan ya bosen sama sound horeg?,neutral
@eldenandra Kaga tau juga ini ada sound horeg kyknya di gusi gue den,neutral
crush gue ganteng ganteng sukanya nonton sound horeg anjir kenapa harus sound horeg yang gua benci,negative
@MasMasBiassaa lebih serem kelakuan sound horeg,negative
setelah tragedi ban bocor sound horeg bocil kematian syahurr mimi peri kaos ketinggalan dan kejadian absurd 2 hari kemarin (ini kalo ada meteor jatuh kemarin masih keknya masih masuk akal bgt) FINALLY DONE YA GES YA https://t.co/MfY2oyq1qA,positive
@thejurgenholic Temen aku pesen sound horeg buat muter suara ketawa di depan rumah Gen,positive
@adnmharzza panggung sound horeg ini mah,neutral
@baduttkeepsi Puter dulu coba anthem nya pake sound horeg,positive
@burgersushii cakep bangettt kamu gay ga kak? klo ga aku izin follow mmf yaa ,positive
Acara kampanye hiburan sound horeg ramene kyk ngene,neutral
JiwDip jaya jaya jaya *sewa sound horeg - ini tuhh ringan seringan - ringannya.. asal mood dipta bagus https://t.co/uqBC29ojCL,positive
Telah menamatkan sound horeg https://t.co/H6LGOgoGUO,positive
@mlbbfess psti km pemburu skin nolan ia,neutral
Samping omah Battle Sound horeg Kediri area Bandara Kediri Pecaaaaaaaahhhhhhh https://t.co/JAkFeVwuIP,positive
@yolandamustika_ kena azab sound horeg emg keknya yol,negative
kalo anda merasa terganggu dengan sound horeg bersyukurlah anda tidak hidup di jawa timur. https://t.co/Yjp2mEIEsU,negative
@hushrushdubu Ttp tendor harga mati setidaknya ketutupan sound horeg aja bukan tiang kematian kaya di bcis ka ,neutral
@EviDrajat Blunder lagi nih... FBR pasti ngga terima ini,neutral
@convomf Nder lu beli sound sistem plis biar horeg juga ,positive
idaman supir truk sound horeg jamet jedag jedug si paling sifat iblis unchh jd takutttt https://t.co/m2r4JmkA0P,negative
cita2 jadi sound horeg itu gmn anjirrrr. ngakak bgt anjiiirr,neutral
@renjunyiel oh jadi emang dari orok lu udah direncanain jadi villain ya? makanya jangan bawa bawa massa buat ngebakar gua dikejar sound horeg tau rasa lu ,negative
miris enek sound horeg mburine cah ngaji ge gendero NU pisan.. tulungg ojo opo2 di longgarne mergo hiburan masyarakat suwe2 gak ngrangkul malah katut,negative
Sound horeg di prindapan apapun yg menghalanginya langsung dibongkar ternyata sumber itu yg menginspirasi warga konoha (jatim khususnya) https://t.co/ehh6nHqgOX,negative
Operasi sound horeg sok keras ,negative
@convomf Terus nanti tetangganya sender yg lain ikutan benci banget dan bales lagi nyetel lagu super kenceng terus tetangganya yg lain lagi juga terganggu dan ikut bales lagi terutama tetangga yg lain juga yang lain juga. Lalu satu kampung patungan sewa sound horeg,neutral
tetanggaku menikah dgn sound horeg kahh rumahku begetar ddrrttttt drrtttt,neutral
@Fafifugnarly @reltanahkusir Jelas lah. Horeg itu aslinya usaha juragan sound system yg rugi pas covid+jamet yg bosen selama pandemi trus dengan selesainya double track sampe jatim jadi pada kepengen bikin dugem. Jadilah horeg nyebar,neutral
nyebelin tai sound horeg kampung bgst mengganggu banget,negative
@youngkidult sound horeg bukan itu kak??,neutral
@liuxiahe Rumahku kacanya pecah kena getaran sound horeg.,neutral
@mendokutsay @convomf WKWKWKWKW SOUND HOREG,neutral
@minnieeeve U GAK TAU SOUND HOREG? itu acara viral di tiktok,neutral
@mofroe sound horeg wkwkwk,neutral
