text,label
Eh serius mau tanya laporin tetangga yg tiap hari dari jam 10 pagi sampe maghrib nyetel horeg ke rt bakal digubris ga? Jujur udah d tahap muak banget mau fokus tenang buat zoom malah ga denger gara2 sound horeg tetangga meskipun udah full volume speaker tetep ga dengerr,negatif
@hayesnophile Kak sound horeg lucu banget ,positif
Harusnya garap pas ada acara Sound Horeg ya https://t.co/hcV12nipop,netral
bangsat siang2 ada sound horeg njir,negatif
@reverbnodens @merapi_uncover Rx king bukan budaya ya itu komunitas beda sama sound horeg,netral
@M45Broo_ Sejutune ngeporrrrtr,netral
Sound horeg apa rx king?! Mana jagoanmu?,netral
bayangin km ke pantai buat cari ketenangan tp tbtb ada truk datang alias sound horeg anjeng brisikkkk,negatif
@merapi_uncover jawa timur ono sound horeg jawa tengah ono jambore rx king enjoy Indonesia cemas 2045,positif
@HDN_sol Merapat ke kang sound horeg terdekat,positif
@excoept mereka tau sound horeg gak ya? takut banget nanti tiba2 muter lagu kopi dangdut pake sound horeg,netral
@naeireumeunflo Ku mending denger sound horeg sih,positif
@dkpancici msi mending apt tetanggaku nyetel sound horeg pke speker gede2 plus tingkat 3,negatif
Kentot gw baru tidur jam set 6 pagi kebangun pagi lagi Gegara tetangga play music di speaker berasa di bangunin sound horeg gak bisa bobo lagi ,negatif
@convomf gue panggilin sound horeg sih biar dia ngeDJ di atas sound,positif
@chartdata @Harry_Styles Japan Global nih lagu hits bgt buset bisa bisa nya indon kpoopies dongo bilang ga pernah denger ya lu pada denger lagu sound horeg what would you expect,netral
@convomf Kalau udah kek gini halal nder pakek sound horeg depan rumah dia udunan aja satu komplek.,negatif
@convomf Sound Horeg lebih badas ,positif
@ilhampurnama887 Yg make toa selain kegunaannya buat adzan dan pengumuman sejenis ama penyuka sound horeg. Pengen yg didengar dia didengr org lain jg gk bisa toleransi ama kuping orang lain. Mau record gk bisa meeting online gk bisa ribet.,negatif
@jek___ Kasi tau Dua Limpa mending main sm Sound Horeg,netral
@xdent_s Dipipinya tambahin sound horeg biar makin jawa ,netral
@haoongie lagi berantem sama warga yang nyetel sound horeg ^^ kalo kamu sama minghao ada rencana apa hari ini :o,negatif
Masih belum nemu enak dengerin sound horeg itu di mana,negatif
@TAESANnars Sound horeg apa tuh?,netral
@WONYOUNGnars Boleh kita play pake sound horeg,positif
@archievecis syok berat ndelok sw ne sound horeg nk bandara,netral
Fakk sound horeg tetangga,negatif
@silumanilusi Sound horeg ku lebih dari 30 soalnya ,positif
@tehpoci191 Bukan horeg cuma sound rumahan tapi kerasnya dah kayak sound orang hajatan,negatif
Buset ini sound horeg dari semalem coy gilasih ampe kos gue bergetar padahal jauhh,negatif
@dokiyoml Sound apa namanye?? Horeg??? Bleduk aja alias bakar aja itu sound ganggu banget fak ,negatif
TMA PRO AUDIO Jember Cek Sound Bersama Dj Citra April dan Arifina di Puger Dihadiri Ribuan Pecinta Horeg https://t.co/Y1soQrIpO5,positif
@MansionN1703 @reyvanGali @ilhampurnama887 Itu masjid apa sound horeg?,negatif
@idextratime Klub kecil gak ada fansnya kalo kalah. Tapi kalo menang beeeuhh kaya sound horeg.,netral
Pilih mana dengerin sound horeg atau MBV live performance?,netral
@Atuung95 Itu juga kalo nyokap lagi berbenah piring sendok beradu berisik banget kek sound horeg ,negatif
*lagi liburan ke malang* Tenang banget tata kotanya rapih gak terlalu macet nyaman pengen tinggal di sini deh kayaknya *tiba2 inget sound horeg jatim* Noooo ,negatif
Kalo udah rilis ingetin aku buat nyetel nasa pake sound horeg supaya seluruh dunia tau kalau suara oh sion se candu itu,positif
Bayangin yah dari subuh aku udah disuguhi suara dari sound horeg yang menggelegar itu Sabaaarrr gak boleh marah ,negatif
Sumpahh pengen tak musnahkan ae iki sound horeg,negatif
setelah tragedi ban bocor sound horeg bocil kematian syahurr mimi peri kaos ketinggalan dan kejadian absurd 2 hari kemarin (ini kalo ada meteor jatuh kemarin masih keknya masih masuk akal bgt) FINALLY DONE YA GES YA https://t.co/MfY2oyq1qA,netral
@thejurgenholic Temen aku pesen sound horeg buat muter suara ketawa di depan rumah Gen,netral
@adnmharzza panggung sound horeg ini mah,netral
@baduttkeepsi Puter dulu coba anthem nya pake sound horeg,positif
@burgersushii cakep bangettt kamu gay ga kak? klo ga aku izin follow mmf yaa ,netral
Acara kampanye hiburan sound horeg ramene kyk ngene,positif
JiwDip jaya jaya jaya *sewa sound horeg - ini tuhh ringan seringan - ringannya.. asal mood dipta bagus https://t.co/uqBC29ojCL,positif
Telah menamatkan sound horeg https://t.co/H6LGOgoGUO,netral
@mlbbfess psti km pemburu skin nolan ia,netral
Samping omah Battle Sound horeg Kediri area Bandara Kediri Pecaaaaaaaahhhhhhh https://t.co/JAkFeVwuIP,positif
@yolandamustika_ kena azab sound horeg emg keknya yol,negatif
@wakaaranayy @mlbbfess kal sama akun ku juga umurnya dah 7 tahun tapi stuck di honor dan GA PERNAH MENANG MCL ,netral
musnh bangsat orang nikahan tapi malem-malem gini masih setel sound speaker kenceng-kenceng 11 12 sama sound horeg,negatif
Oi siapa yang mau bikin acara pls undang uteez soalnya kita mau nampilin lagu sound horeg,positif
@myamourjk Sekelas Ailee anjir salah satu solois terbaiknya korea aja ngebiasin suara jimin. Kpopers yang keseringan dijejelin autotune lipsync sama sound horeg mana ngerti,negatif
@satyaa18_ @briclante ate ne nyeting ta ndek Mijen lak ndek Malang malem minggu mburi sound horeg,netral
@_AdityaPrbw_ Akulturasi budaya yg tidak diharapkan budaya sound horeg vrindavan fusion dengan lagu dj rimex indo,positif
@tsuinkaze Itu pada war di dragon dua bocil malah adu sound horeg ,netral
Kita mah seneng pak dah terlatih dengerin sound horeg nikahan yg begadang pagi siang sore malam pagi lagi Sungjin mau konseran malam sampai pagi tapi Dowoon gimana Semangat ya Un kamu harus rajin2 olahraga untuk bisa mewujudkan keinginan bapak ini,netral
@yjyyalail suroboyo? takbiran mah emg wajib ada sound horeg wkwk aku pemalang,positif
@chopperpen Ak bawain sound horeg ya biar rame,positif
Malah adu sound horeg https://t.co/Q68KFU3qjW,netral
suasana se syahdu ini bergelud dengan sound horeg https://t.co/LdgbKdqa95,netral
@koldbruhh kalo mati listrik sound horeg pake apaa njir,netral
anjingg sound horeg udah masuk jawa tengah,negatif
@EX0X0g @starfess Exo tuh walau ada yg bolong ttep kedengeran EXO Kadang kalo member yg kurang dah gabung lagi aku suka mikir eh iya di exo kan ada member ini juga wkwk agak prik tapi ttp jadi exol ditengah gempuran sound horeg,netral
@Dennysiregar7 @Naandaa27 @prabowo effek kampanye pake sound horeg fufufafa biarin aja turun kelas amin,netral
